Unnamed: 0,statement,label,city,country,correct_country,twoshot_prompt
455,The city of Shihezi is in Russia.,0,Shihezi,Russia,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Shihezi is in Russia. This statement is:"
456,The city of Yunfu is in China.,1,Yunfu,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Yunfu is in China. This statement is:"
457,The city of Yunfu is in Honduras.,0,Yunfu,Honduras,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Yunfu is in Honduras. This statement is:"
458,The city of Xiangtan is in China.,1,Xiangtan,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Xiangtan is in China. This statement is:"
459,The city of Xiangtan is in Brazil.,0,Xiangtan,Brazil,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Xiangtan is in Brazil. This statement is:"
460,The city of Qionghai is in China.,1,Qionghai,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Qionghai is in China. This statement is:"
461,The city of Qionghai is in Ecuador.,0,Qionghai,Ecuador,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Qionghai is in Ecuador. This statement is:"
462,The city of Chuzhou is in China.,1,Chuzhou,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Chuzhou is in China. This statement is:"
463,The city of Chuzhou is in India.,0,Chuzhou,India,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Chuzhou is in India. This statement is:"
464,The city of Taiz is in Yemen.,1,Taiz,Yemen,Yemen,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Taiz is in Yemen. This statement is:"
465,The city of Taiz is in Burkina Faso.,0,Taiz,Burkina Faso,Yemen,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Taiz is in Burkina Faso. This statement is:"
466,The city of Tembisa is in South Africa.,1,Tembisa,South Africa,South Africa,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Tembisa is in South Africa. This statement is:"
467,The city of Tembisa is in the Philippines.,0,Tembisa,the Philippines,South Africa,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Tembisa is in the Philippines. This statement is:"
468,The city of Puente Alto is in Chile.,1,Puente Alto,Chile,Chile,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Puente Alto is in Chile. This statement is:"
469,The city of Puente Alto is in China.,0,Puente Alto,China,Chile,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Puente Alto is in China. This statement is:"
470,The city of Zhumadian is in China.,1,Zhumadian,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Zhumadian is in China. This statement is:"
471,The city of Zhumadian is in Brazil.,0,Zhumadian,Brazil,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Zhumadian is in Brazil. This statement is:"
472,The city of Zhengzhou is in China.,1,Zhengzhou,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Zhengzhou is in China. This statement is:"
473,The city of Zhengzhou is in Brazil.,0,Zhengzhou,Brazil,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Zhengzhou is in Brazil. This statement is:"
474,The city of Ya'an is in China.,1,Ya'an,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Ya'an is in China. This statement is:"
475,The city of Ya'an is in Morocco.,0,Ya'an,Morocco,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Ya'an is in Morocco. This statement is:"
476,The city of Xianyang is in China.,1,Xianyang,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Xianyang is in China. This statement is:"
477,The city of Xianyang is in Russia.,0,Xianyang,Russia,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Xianyang is in Russia. This statement is:"
478,The city of Weihai is in China.,1,Weihai,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Weihai is in China. This statement is:"
479,The city of Weihai is in Russia.,0,Weihai,Russia,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Weihai is in Russia. This statement is:"
480,The city of Pingdingshan is in China.,1,Pingdingshan,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Pingdingshan is in China. This statement is:"
481,The city of Pingdingshan is in South Africa.,0,Pingdingshan,South Africa,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Pingdingshan is in South Africa. This statement is:"
482,The city of Bengbu is in China.,1,Bengbu,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Bengbu is in China. This statement is:"
483,The city of Bengbu is in India.,0,Bengbu,India,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Bengbu is in India. This statement is:"
484,The city of Zhangjiakou is in China.,1,Zhangjiakou,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Zhangjiakou is in China. This statement is:"
485,The city of Zhangjiakou is in India.,0,Zhangjiakou,India,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Zhangjiakou is in India. This statement is:"
486,The city of Mississauga is in Canada.,1,Mississauga,Canada,Canada,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Mississauga is in Canada. This statement is:"
487,The city of Mississauga is in India.,0,Mississauga,India,Canada,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Mississauga is in India. This statement is:"
488,The city of Yerevan is in Armenia.,1,Yerevan,Armenia,Armenia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Yerevan is in Armenia. This statement is:"
